UP-log2(FC)	UP-entry	UP-mgi_symbol	UP-refseq_mrna	UP-entrezgene	UP-description
1.70913364679464	1877	Pdcd1lg2	NM_021396	58205	programmed cell death 1 ligand 2 [Source:MGI Symbol
1.70784758221091	1780	Neurl1b	0	240055	neuralized E3 ubiquitin protein ligase 1B [Source:MGI Symbol
1.70606733836854	1275	Pgm2l1	NM_027629	70974	phosphoglucomutase 2-like 1 [Source:MGI Symbol
1.70444024439078	523	Rassf5	NM_001311094	54354	Ras association (RalGDS/AF-6) domain family member 5 [Source:MGI Symbol
1.70316506365857	514	Gm44154	0	NA	predicted gene
1.70052507217672	10971	Fam198b	0	68659	family with sequence similarity 198
1.69976074558572	6949	Ptrh2	NM_001098810	217057	peptidyl-tRNA hydrolase 2 [Source:MGI Symbol
1.69593945056255	6664	Lsm2	0	27756	LSM2 homolog
1.69472647835868	208	Lmo2	NM_001142335	16909	LIM domain only 2 [Source:MGI Symbol
1.69455701705354	1969	Kank2	NM_145611	235041	KN motif and ankyrin repeat domains 2 [Source:MGI Symbol
1.69117483574209	1240	Zwilch	NM_026507	68014	zwilch kinetochore protein [Source:MGI Symbol
1.69100637086091	3888	Ngfrap1	0	12070	nerve growth factor receptor (TNFRSF16) associated protein 1 [Source:MGI Symbol
1.69012123137916	1065	Gm19721	0	NA	predicted gene
1.68920910916292	1937	Naa10	0	56292	N(alpha)-acetyltransferase 10
1.68901729744504	4457	Ppat	0	231327	phosphoribosyl pyrophosphate amidotransferase [Source:MGI Symbol
1.68836193175645	9776	Phpt1	NM_029293	75454	phosphohistidine phosphatase 1 [Source:MGI Symbol
1.68778936462776	3759	Acaca	0	107476	acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol
1.68485771148184	800	Chaf1a	NM_013733	27221	chromatin assembly factor 1
1.6847086355669	3415	Arhgef4	0	226970	Rho guanine nucleotide exchange factor (GEF) 4 [Source:MGI Symbol
1.68214234661652	4255	Mtx3	NM_001162945	382793	metaxin 3 [Source:MGI Symbol
1.68144549286798	931	Csad	NM_144942	246277	cysteine sulfinic acid decarboxylase [Source:MGI Symbol
1.68006516953931	1146	Proz	0	66901	protein Z
1.67963420553787	6937	Nek3	NM_011848	23954	NIMA (never in mitosis gene a)-related expressed kinase 3 [Source:MGI Symbol
1.67790207468608	2741	Hfe	0	15216	hemochromatosis [Source:MGI Symbol
1.6775090899601	1530	Gm37474	0	NA	predicted gene
1.67584549486098	1209	Zmym3	NM_001177985	56364	zinc finger
1.67367599661217	1500	Uprt	NM_001081189	331487	uracil phosphoribosyltransferase [Source:MGI Symbol
1.6732575550731	6176	Kank3	NM_030697	80880	KN motif and ankyrin repeat domains 3 [Source:MGI Symbol
1.66904047640929	3035	Gas5	0	NA	growth arrest specific 5 [Source:MGI Symbol
1.66861801968006	253	Rrm1	NM_009103	20133	ribonucleotide reductase M1 [Source:MGI Symbol
1.66839956231518	1040	H2-DMb1	NM_010387	14999	histocompatibility 2
1.66691727918542	291	Vps13b	NM_177151	666173	vacuolar protein sorting 13B [Source:MGI Symbol
1.66618692816777	6996	B230217C12Rik	0	68127	RIKEN cDNA B230217C12 gene [Source:MGI Symbol
1.66462116308575	391	Vps13a	NM_173028	271564	vacuolar protein sorting 13A [Source:MGI Symbol
1.66458613753346	5193	Gne	NM_015828	50798	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:MGI Symbol
1.6636539601446	1169	Tmem81	NM_029025	74626	transmembrane protein 81 [Source:MGI Symbol
1.66320762811763	7367	Gart	NM_010256	14450	phosphoribosylglycinamide formyltransferase [Source:MGI Symbol
1.66261808085484	9818	Idh1	NM_010497	15926	isocitrate dehydrogenase 1 (NADP+)
1.66101721531546	7246	Nipsnap1	NM_008698	18082	nipsnap homolog 1 (C. elegans) [Source:MGI Symbol
1.66081203475735	1812	Fbxo5	NM_025995	67141	F-box protein 5 [Source:MGI Symbol
1.65923162892596	2181	Hist1h2bj	NM_178198	319183	histone cluster 1
1.65787721284598	1067	Afap1	NM_027373	70292	actin filament associated protein 1 [Source:MGI Symbol
1.65611559198321	11141	Slc25a15	NM_181325	18408	solute carrier family 25 (mitochondrial carrier ornithine transporter)
1.65587769113645	7014	mt-Cytb	17711	17711	mitochondrially encoded cytochrome b [Source:MGI Symbol
1.65510131426006	7941	Rpusd2	NM_173450	271842	RNA pseudouridylate synthase domain containing 2 [Source:MGI Symbol
1.65484266152115	6342	Trem2	NM_031254	83433	triggering receptor expressed on myeloid cells 2 [Source:MGI Symbol
1.65329436719934	11242	Coprs	0	66423	coordinator of PRMT5
1.65307980940805	3361	Eif3e	NM_008388	16341	eukaryotic translation initiation factor 3
1.65208256985526	1218	Gm38377	0	NA	predicted gene
1.64925023184906	2707	Ank2	NM_178655	109676	ankyrin 2
1.64914042869938	1261	Rnd3	NM_028810	74194	Rho family GTPase 3 [Source:MGI Symbol
1.64900839283108	1550	Wdr6	NM_031392	83669	WD repeat domain 6 [Source:MGI Symbol
1.64601126405065	1654	Rpl22l1	NM_026517	68028	ribosomal protein L22 like 1 [Source:MGI Symbol
1.64513580827841	11352	Trub1	NM_028115	72133	TruB pseudouridine (psi) synthase family member 1 [Source:MGI Symbol
1.64321108493985	1282	Kifc5b	NM_053173	16580	kinesin family member C5B [Source:MGI Symbol
1.64228384565679	5278	Ndufb11	NM_019435	104130	NADH dehydrogenase (ubiquinone) 1 beta subcomplex
1.64096791275088	664	Swap70	NM_009302	20947	SWA-70 protein [Source:MGI Symbol
1.63937108051348	6692	Kat2a	0	14534	K(lysine) acetyltransferase 2A [Source:MGI Symbol
1.63846414704902	1702	Idh3g	NM_008323	15929	isocitrate dehydrogenase 3 (NAD+)
1.63756695249754	1571	Sorl1	NM_011436	20660	sortilin-related receptor
1.63059513493833	2041	Stambpl1	NM_029682	76630	STAM binding protein like 1 [Source:MGI Symbol
1.63032963161499	2696	Kdsr	NM_027534	70750	3-ketodihydrosphingosine reductase [Source:MGI Symbol
1.62978628354792	1908	Bora	NM_175265	77744	bora
1.62932927341287	4696	D130017N08Rik	0	NA	RIKEN cDNA D130017N08 gene [Source:MGI Symbol
1.62724295692843	3416	Adat1	NM_013925	30947	adenosine deaminase
1.62651723302511	5210	Mvb12b	NM_175184	72543	multivesicular body subunit 12B [Source:MGI Symbol
1.62645895878374	5217	Guk1	NM_008193	14923	guanylate kinase 1 [Source:MGI Symbol
1.62634581780053	4405	Gm17538	0	NA	predicted gene
1.62397391927412	5148	Ssr4	NM_009279	20832	signal sequence receptor
1.62371145802623	5245	Gm14303	0	NA	predicted gene 14303 [Source:MGI Symbol
1.62369609825606	6917	Zfp791	NM_001037745	244556	zinc finger protein 791 [Source:MGI Symbol
1.62319792096191	1719	Gm43714	0	NA	predicted gene 43714 [Source:MGI Symbol
1.6229139490761	3284	Adgra3	NM_133911	70693	adhesion G protein-coupled receptor A3 [Source:MGI Symbol
1.61784796213601	2297	Abcb8	0	74610	ATP-binding cassette
1.61774156215318	11230	Cenpa	NM_007681	12615	centromere protein A [Source:MGI Symbol
1.6174344252641	4074	Ppa2	NM_146141	74776	pyrophosphatase (inorganic) 2 [Source:MGI Symbol
1.61488574532815	3139	Unc119	NM_011676	22248	unc-119 lipid binding chaperone [Source:MGI Symbol
1.61333671865044	2639	Iars	NM_172015	105148	isoleucine-tRNA synthetase [Source:MGI Symbol
1.61277332943707	907	Dnajb14	NM_001033155	70604	DnaJ heat shock protein family (Hsp40) member B14 [Source:MGI Symbol
1.61163168951166	3112	Nlrc3	NM_175547	268857	NLR family
1.61103721209325	3039	Gm38042	0	NA	predicted gene
1.61033944317218	1711	Olfml3	0	99543	olfactomedin-like 3 [Source:MGI Symbol
1.60960752498213	2135	Ets1	0	23871	E26 avian leukemia oncogene 1
1.60900573689324	5702	Qdpr	0	110391	quinoid dihydropteridine reductase [Source:MGI Symbol
1.60864462400638	9020	Bcl2	NM_009741	12043	B cell leukemia/lymphoma 2 [Source:MGI Symbol
1.60793072887744	3166	4930579G24Rik	NM_029482	75939	RIKEN cDNA 4930579G24 gene [Source:MGI Symbol
1.60421800031006	416	Rasal3	NM_178785	320484	RAS protein activator like 3 [Source:MGI Symbol
1.60315686996822	349	Nacc2	NM_001037098	67991	nucleus accumbens associated 2
1.60285576642339	1998	Cxcr3	NM_009910	12766	chemokine (C-X-C motif) receptor 3 [Source:MGI Symbol
1.60204810942546	4198	Eif3i	NM_018799	54709	eukaryotic translation initiation factor 3
1.6013942185404	7785	Dbi	NM_007830	13167	diazepam binding inhibitor [Source:MGI Symbol
1.60111341513001	3122	Adal	0	75894	adenosine deaminase-like [Source:MGI Symbol
1.60061121804877	1048	Ctsf	NM_019861	56464	cathepsin F [Source:MGI Symbol
1.59676455599561	1358	E2f8	NM_001013368	108961	E2F transcription factor 8 [Source:MGI Symbol
1.5966676530138	488	1190002N15Rik	NM_001033145	68861	RIKEN cDNA 1190002N15 gene [Source:MGI Symbol
1.59598728516582	3768	Golim4	NM_175193	73124	golgi integral membrane protein 4 [Source:MGI Symbol
1.59589424636388	638	Cd300ld3	NM_199201	382551	CD300 molecule like family member D3 [Source:MGI Symbol
1.59542823563118	10691	Sptssa	NM_134054	104725	serine palmitoyltransferase
1.59540846206219	5555	Camk2b	0	12323	calcium/calmodulin-dependent protein kinase II
1.59373910070224	173	Rmnd5a	NM_024288	68477	required for meiotic nuclear division 5 homolog A [Source:MGI Symbol
1.59324239023446	2898	Mrpl16	NM_025606	94063	mitochondrial ribosomal protein L16 [Source:MGI Symbol
1.59282746869789	1984	Oip5	0	70645	Opa interacting protein 5 [Source:MGI Symbol
1.59257943224242	2002	Adck5	0	268822	aarF domain containing kinase 5 [Source:MGI Symbol
1.59169801478584	538	Scn1b	0	20266	sodium channel
1.5915032806391	2088	Lmnb2	0	16907	lamin B2 [Source:MGI Symbol
1.59146661458125	1400	Gusb	NM_010368	110006	glucuronidase
1.59088287322241	2412	Cct5	NM_007637	12465	chaperonin containing Tcp1
1.59025925471787	589	Lpcat1	NM_145376	210992	lysophosphatidylcholine acyltransferase 1 [Source:MGI Symbol
1.59009250271323	7743	Rhod	NM_007485	11854	ras homolog family member D [Source:MGI Symbol
1.58842482685328	2178	Nap1l1	NM_015781	53605	nucleosome assembly protein 1-like 1 [Source:MGI Symbol
1.58785394144957	1355	Dhx9	NM_007842	13211	DEAH (Asp-Glu-Ala-His) box polypeptide 9 [Source:MGI Symbol
1.58728692903105	9055	Zfand4	NM_001309446	67492	zinc finger
1.58661243753105	4389	Utp14b	NM_001001981	195434	UTP14B small subunit processome component [Source:MGI Symbol
1.58638855034393	2422	Bcat2	NM_009737	12036	branched chain aminotransferase 2
1.5851906582366	5569	Wdr36	NM_001110016	225348	WD repeat domain 36 [Source:MGI Symbol
1.5837660268393	3065	Tomm40l	NM_001037170	641376	translocase of outer mitochondrial membrane 40 homolog-like (yeast) [Source:MGI Symbol
1.58374268261867	5457	Rps2	0	16898	ribosomal protein S2 [Source:MGI Symbol
1.58363970920607	5494	Paox	0	212503	polyamine oxidase (exo-N4-amino) [Source:MGI Symbol
1.58345932113186	7629	Cbr1	NM_007620	12408	carbonyl reductase 1 [Source:MGI Symbol
1.5820099587144	3876	Exosc8	NM_001163570	69639	exosome component 8 [Source:MGI Symbol
1.58092220869396	3528	Nrros	0	224109	negative regulator of reactive oxygen species [Source:MGI Symbol
1.58003189796564	7808	Sod1	NM_011434	20655	superoxide dismutase 1
1.57901177483425	367	Oxct1	NM_024188	67041	3-oxoacid CoA transferase 1 [Source:MGI Symbol
1.57777002931365	2505	Gm4204	0	NA	predicted gene 4204 [Source:MGI Symbol
1.5762011751734	5557	Nos1	0	18125	nitric oxide synthase 1
1.57565653788987	3671	Nucks1	NM_001145804	98415	nuclear casein kinase and cyclin-dependent kinase substrate 1 [Source:MGI Symbol
1.57430859861228	8413	Tsr1	0	104662	TSR1 20S rRNA accumulation [Source:MGI Symbol
1.57421567070732	365	Celf2	NM_001110232	14007	CUGBP
1.57062605598754	1379	Scap	0	235623	SREBF chaperone [Source:MGI Symbol
1.57045675371461	3951	Rplp0	NM_007475	11837	ribosomal protein
1.57016884874255	3116	Gm10521	0	NA	predicted gene 10521 [Source:MGI Symbol
1.57014100189598	5077	Hnmt	NM_080462	140483	histamine N-methyltransferase [Source:MGI Symbol
1.56934013124753	1226	Tef	NM_153484	21685	thyrotroph embryonic factor [Source:MGI Symbol
1.56889955826488	2677	C5ar2	NM_001146005	319430	complement component 5a receptor 2 [Source:MGI Symbol
1.56873273014638	4102	Abhd14b	0	76491	abhydrolase domain containing 14b [Source:MGI Symbol
1.56709355208183	2442	P2ry6	NM_183168	233571	pyrimidinergic receptor P2Y
1.56590193849103	2362	Chsy1	NM_001081163	269941	chondroitin sulfate synthase 1 [Source:MGI Symbol
1.56521093246375	7559	Tmprss4	NM_145403	214523	transmembrane protease
1.56402653905654	2480	Zfp882	NM_001166645	382019	zinc finger protein 882 [Source:MGI Symbol
1.56215069138463	2055	Nmral1	NM_001290761	67824	NmrA-like family domain containing 1 [Source:MGI Symbol
1.5616933422876	865	Eif2ak3	NM_010121	13666	eukaryotic translation initiation factor 2 alpha kinase 3 [Source:MGI Symbol
1.56149193738609	987	Abcg3	NM_030239	27405	ATP-binding cassette
1.56031857238868	5273	Tyw3	NM_172474	209584	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae) [Source:MGI Symbol
1.55940238791166	2586	Mut	NM_008650	17850	methylmalonyl-Coenzyme A mutase [Source:MGI Symbol
1.55922762150874	807	Lrp6	NM_008514	16974	low density lipoprotein receptor-related protein 6 [Source:MGI Symbol
1.55829159089578	4686	Dhdh	NM_027903	71755	dihydrodiol dehydrogenase (dimeric) [Source:MGI Symbol
1.55751848610083	6345	Decr1	NM_026172	67460	2
1.5573660856717	1339	Map1s	NM_173013	270058	microtubule-associated protein 1S [Source:MGI Symbol
1.55685229234827	894	Rbfa	NM_199197	68731	ribosome binding factor A [Source:MGI Symbol
1.55600623319163	1043	Zfp512b	NM_001164597	269401	zinc finger protein 512B [Source:MGI Symbol
1.55562262837667	5651	Tnni2	NM_009405	21953	troponin I
1.55560329831161	3010	Pgls	NM_025396	66171	6-phosphogluconolactonase [Source:MGI Symbol
1.55559087734862	808	Kcnj2	NM_008425	16518	potassium inwardly-rectifying channel
1.55500279821743	11201	Rangrf	0	57785	RAN guanine nucleotide release factor [Source:MGI Symbol
1.55395766488598	6485	Idh3a	NM_029573	67834	isocitrate dehydrogenase 3 (NAD+) alpha [Source:MGI Symbol
1.5539166232058	4609	9230116N13Rik	0	NA	RIKEN cDNA 9230116N13 gene [Source:MGI Symbol
1.55384314627674	645	Mlec	NM_175403	109154	malectin [Source:MGI Symbol
1.55315890670031	9147	Atad3a	NM_179203	108888	ATPase family
1.55123196806655	742	Rhobtb1	NM_001252636	69288	Rho-related BTB domain containing 1 [Source:MGI Symbol
1.54981435705169	6454	Anks6	0	75691	ankyrin repeat and sterile alpha motif domain containing 6 [Source:MGI Symbol
1.54962308504822	454	Topbp1	NM_176979	235559	topoisomerase (DNA) II binding protein 1 [Source:MGI Symbol
1.54960381051312	698	Pacs1	NM_153129	107975	phosphofurin acidic cluster sorting protein 1 [Source:MGI Symbol
1.54912650996509	1572	A930004J17Rik	0	NA	RIKEN cDNA A930004J17 gene [Source:MGI Symbol
1.54850312385385	10285	Gm17134	0	NA	predicted gene 17134 [Source:MGI Symbol
1.54650770281621	7594	Pmm1	NM_013872	29858	phosphomannomutase 1 [Source:MGI Symbol
1.5462152962301	2339	Rap1gap2	NM_001015046	380711	RAP1 GTPase activating protein 2 [Source:MGI Symbol
1.54505955852816	9305	Dtwd2	NM_026854	68857	DTW domain containing 2 [Source:MGI Symbol
1.54411455452829	8202	Thyn1	NM_144543	77862	thymocyte nuclear protein 1 [Source:MGI Symbol
1.5421856148663	2446	Eya1	NM_010164	14048	EYA transcriptional coactivator and phosphatase 1 [Source:MGI Symbol
1.54180162504733	6368	Mgst3	NM_025569	66447	microsomal glutathione S-transferase 3 [Source:MGI Symbol
1.54149371491684	1071	Hhex	NM_008245	15242	hematopoietically expressed homeobox [Source:MGI Symbol
1.54079928711254	7918	G6pc3	0	68401	glucose 6 phosphatase
1.54075663431026	8810	Gm37226	0	NA	predicted gene
1.54024580687537	5360	Scamp5	NM_020270	56807	secretory carrier membrane protein 5 [Source:MGI Symbol
1.5362004958286	3193	Rdm1	0	66599	RAD52 motif 1 [Source:MGI Symbol
1.53503394197525	10838	Nhlrc1	NM_175340	105193	NHL repeat containing 1 [Source:MGI Symbol
1.53457513214132	4797	Nudt6	0	229228	nudix (nucleoside diphosphate linked moiety X)-type motif 6 [Source:MGI Symbol
1.53311689077438	11944	Irak1bp1	NM_022986	65099	interleukin-1 receptor-associated kinase 1 binding protein 1 [Source:MGI Symbol
1.53238604465194	3931	Gm44510	0	NA	predicted gene 44510 [Source:MGI Symbol
1.53229182899612	11035	Pwp2	NM_029546	110816	PWP2 periodic tryptophan protein homolog (yeast) [Source:MGI Symbol
1.53222150501047	3749	Gm12918	0	NA	predicted gene 12918 [Source:MGI Symbol
1.53193767572331	762	Klf2	NM_008452	16598	Kruppel-like factor 2 (lung) [Source:MGI Symbol
1.53132724170736	4480	Gm26733	0	NA	predicted gene
1.52791680129688	6767	Ifrd2	NM_025903	15983	interferon-related developmental regulator 2 [Source:MGI Symbol
1.52768842421853	4243	Chst14	NM_028117	72136	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14 [Source:MGI Symbol
1.52733204567601	3016	Rpl12	NM_009076	269261	ribosomal protein L12 [Source:MGI Symbol
1.52613620680767	8325	Cnrip1	NM_029861	380686	cannabinoid receptor interacting protein 1 [Source:MGI Symbol
1.52593991524668	782	Evi2b	NM_001077496	216984	ecotropic viral integration site 2b [Source:MGI Symbol
1.5240981273956	321	Gltscr2	NM_133831	68077	glioma tumor suppressor candidate region gene 2 [Source:MGI Symbol
1.52385352909923	2165	Scfd2	NM_001114660	212986	Sec1 family domain containing 2 [Source:MGI Symbol
1.52176668495893	2468	Aif1	0	11629	allograft inflammatory factor 1 [Source:MGI Symbol
1.52167414573059	2977	Papss1	NM_011863	23971	3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:MGI Symbol
1.52068541475201	11931	Gpatch4	NM_001110809	66614	G patch domain containing 4 [Source:MGI Symbol
1.51978264304891	3902	Hist1h4h	NM_153173	69386	histone cluster 1
1.51830158062078	1145	Zfp101	0	22643	zinc finger protein 101 [Source:MGI Symbol
1.51764928635789	2248	Lima1	NM_023063	65970	LIM domain and actin binding 1 [Source:MGI Symbol
1.51750079745281	11918	Polr3h	NM_030229	78929	polymerase (RNA) III (DNA directed) polypeptide H [Source:MGI Symbol
1.51717821533437	5467	Igf1r	NM_010513	16001	insulin-like growth factor I receptor [Source:MGI Symbol
1.51654149214433	7677	Fuom	0	69064	fucose mutarotase [Source:MGI Symbol
1.51639366601667	3276	Pyroxd2	NM_029011	74580	pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:MGI Symbol
1.51628898196935	6174	Rps2-ps10	0	NA	ribosomal protein S2
1.51619217455777	2596	Tbc1d8	NM_018775	54610	TBC1 domain family
1.51526356374454	1912	C1qc	NM_007574	12262	complement component 1
1.51396751513439	1872	Zfp619	NM_001004139	70227	zinc finger protein 619 [Source:MGI Symbol
1.51338439825265	1826	Haus4	NM_145462	219072	HAUS augmin-like complex
1.51318676110393	963	Gm16845	0	NA	predicted gene
1.51295645519927	2266	Lpcat4	NM_207206	99010	lysophosphatidylcholine acyltransferase 4 [Source:MGI Symbol
1.51295288912189	3255	Nudt19	NM_033080	110959	nudix (nucleoside diphosphate linked moiety X)-type motif 19 [Source:MGI Symbol
1.51266957517384	969	Jup	0	16480	junction plakoglobin [Source:MGI Symbol
1.51128030033566	1574	Rgag4	0	331474	retrotransposon gag domain containing 4 [Source:MGI Symbol
1.51055181375576	844	BC005537	NM_024473	79555	cDNA sequence BC005537 [Source:MGI Symbol
1.50708731169742	2287	Gm26767	0	NA	predicted gene
1.50679848231475	6741	Wdr4	0	57773	WD repeat domain 4 [Source:MGI Symbol
1.50468122983344	11117	Masp1	NM_008555	17174	mannan-binding lectin serine peptidase 1 [Source:MGI Symbol
1.50461859465189	7990	Park7	NM_020569	57320	Parkinson disease (autosomal recessive
1.50326659260942	10783	Mrps28	NM_025434	66230	mitochondrial ribosomal protein S28 [Source:MGI Symbol
1.50154242497576	1761	Mcm6	NM_008567	17219	minichromosome maintenance complex component 6 [Source:MGI Symbol
1.50051001561742	591	Lig1	0	16881	ligase I
1.49903721018912	3913	Anxa9	NM_001085383	71790	annexin A9 [Source:MGI Symbol
1.49850039777759	8031	Kti12	NM_029571	100087	KTI12 homolog
1.49825061508881	1322	Slc8a1	0	20541	solute carrier family 8 (sodium/calcium exchanger)
1.49755119992676	3077	BC049352	0	408059	cDNA sequence BC049352 [Source:MGI Symbol
1.49621592655711	2556	C1qb	NM_009777	12260	complement component 1
1.49612227221941	747	Ppt1	NM_008917	19063	palmitoyl-protein thioesterase 1 [Source:MGI Symbol
1.49584137133275	1821	Star	0	20845	steroidogenic acute regulatory protein [Source:MGI Symbol
1.49555958845986	586	Slc45a4	NM_001033219	106068	solute carrier family 45
1.49424871978454	2033	Meis1	0	17268	Meis homeobox 1 [Source:MGI Symbol
1.49379090771419	2540	Pram1	NM_001002842	378460	PML-RAR alpha-regulated adaptor molecule 1 [Source:MGI Symbol
1.49325849194584	8087	Gm43672	0	NA	predicted gene 43672 [Source:MGI Symbol
1.49244616771548	3476	Pcyox1l	NM_172832	240334	prenylcysteine oxidase 1 like [Source:MGI Symbol
1.49228995295472	3453	Fgf11	NM_001291104	14166	fibroblast growth factor 11 [Source:MGI Symbol
1.49038533509833	2372	Prkar2a	0	19087	protein kinase
1.49027110182976	1939	Slc35c2	0	228875	solute carrier family 35
1.48923026944391	3283	Hexa	NM_010421	15211	hexosaminidase A [Source:MGI Symbol
1.48910450872863	689	Tacc3	NM_001310541	21335	transforming
1.48878467567844	4939	Gm5641	0	NA	predicted gene 5641 [Source:MGI Symbol
1.48671261814283	2873	Ncl	NM_010880	17975	nucleolin [Source:MGI Symbol
1.48621997473325	1606	Phf19	NM_028716	74016	PHD finger protein 19 [Source:MGI Symbol
1.48551574027953	4328	Atp5h	0	71679	ATP synthase
1.48422333656542	5387	Gm36995	0	NA	predicted gene
1.48372440113832	1995	Gm9821	0	NA	predicted gene 9821 [Source:MGI Symbol
1.48354873890836	693	Nrm	NM_134122	106582	nurim (nuclear envelope membrane protein) [Source:MGI Symbol
1.48257624811015	4003	Tle6	0	114606	transducin-like enhancer of split 6 [Source:MGI Symbol
1.48178489081269	2521	Slc25a5	NM_007451	11740	solute carrier family 25 (mitochondrial carrier
1.48005185894983	4676	Rcc1	NM_133878	100088	regulator of chromosome condensation 1 [Source:MGI Symbol
1.47865608914614	4873	Isoc2a	NM_001101598	664994	isochorismatase domain containing 2a [Source:MGI Symbol
1.47855124713621	2896	Gm37276	0	NA	predicted gene
1.47774701059198	683	Mtr	NM_001081128	238505	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:MGI Symbol
1.47711003312732	11570	Rsad1	NM_001013381	237926	radical S-adenosyl methionine domain containing 1 [Source:MGI Symbol
1.47708600965963	288	Arhgap17	NM_001122642	70497	Rho GTPase activating protein 17 [Source:MGI Symbol
1.47698310132917	2027	Ltbp3	NM_008520	16998	latent transforming growth factor beta binding protein 3 [Source:MGI Symbol
1.47655269765896	9524	Prps1	0	19139	phosphoribosyl pyrophosphate synthetase 1 [Source:MGI Symbol
1.47482520685817	11192	Ncs1	NM_019681	14299	neuronal calcium sensor 1 [Source:MGI Symbol
1.47462633921778	719	Cln6	NM_001033175	76524	ceroid-lipofuscinosis
1.47435530966503	2978	Hacd2	NM_023587	70757	3-hydroxyacyl-CoA dehydratase 2 [Source:MGI Symbol
1.47393428768801	7388	Phb	NM_008831	18673	prohibitin [Source:MGI Symbol
1.47232026530706	500	Cox7a2l	NM_001159529	20463	cytochrome c oxidase subunit VIIa polypeptide 2-like [Source:MGI Symbol
1.47086624815507	813	Mbtps1	0	56453	membrane-bound transcription factor peptidase
1.47031574120346	7660	mt-Nd4l	17720	17720	mitochondrially encoded NADH dehydrogenase 4L [Source:MGI Symbol
1.47022359290143	11856	Crtap	NM_019922	56693	cartilage associated protein [Source:MGI Symbol
1.47014453950256	2049	E130012A19Rik	NM_175332	103551	RIKEN cDNA E130012A19 gene [Source:MGI Symbol
1.46969718293527	10450	Sec61b	NM_024171	66212	Sec61 beta subunit [Source:MGI Symbol
1.46914590983846	4542	Rpl9	0	20005	ribosomal protein L9 [Source:MGI Symbol
1.46826729174592	1744	Mag	NM_010758	17136	myelin-associated glycoprotein [Source:MGI Symbol
1.46764308502486	3666	Cst3	NM_009976	13010	cystatin C [Source:MGI Symbol
1.46763273548538	4002	Tnfsf8	NM_009403	21949	tumor necrosis factor (ligand) superfamily
1.46734459622946	860	Ccdc163	0	68394	coiled-coil domain containing 163 [Source:MGI Symbol
1.46631136467991	7641	Ctla2b	NM_001145801	13025	cytotoxic T lymphocyte-associated protein 2 beta [Source:MGI Symbol
1.46602512774051	4981	Cacna1a	0	12286	calcium channel
1.46570419179989	606	Tubb5	NM_011655	22154	tubulin
1.46557532421494	2438	Tyms	0	22171	thymidylate synthase [Source:MGI Symbol
1.46391066304744	1403	8430408G22Rik	0	213393	RIKEN cDNA 8430408G22 gene [Source:MGI Symbol
1.46343626459553	2650	Epb41l4aos	0	NA	erythrocyte membrane protein band 4.1 like 4a
1.4630050796163	3093	Pgam2	NM_018870	56012	phosphoglycerate mutase 2 [Source:MGI Symbol
1.46287340637308	851	Smc2	NM_001301412	14211	structural maintenance of chromosomes 2 [Source:MGI Symbol
1.46253380647263	5116	Pa2g4	NM_011119	18813	proliferation-associated 2G4 [Source:MGI Symbol
1.45924109521523	2125	Mctp1	0	78771	multiple C2 domains
1.45691356881702	1280	Hmgn5	NM_016710	50887	high-mobility group nucleosome binding domain 5 [Source:MGI Symbol
1.45650406504953	6696	Atic	NM_026195	108147	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:MGI Symbol
1.4549651194016	2762	Grcc10	0	14790	gene rich cluster
1.45368266191516	6535	Hagh	0	14651	hydroxyacyl glutathione hydrolase [Source:MGI Symbol
1.45357492269931	659	Smim13	NM_001135577	108934	small integral membrane protein 13 [Source:MGI Symbol
1.45335146345539	7828	Sfxn1	NM_027324	14057	sideroflexin 1 [Source:MGI Symbol
1.4522842759715	868	Ptpn22	0	19260	protein tyrosine phosphatase
1.45192491839446	7126	P3h3	NM_013534	14789	prolyl 3-hydroxylase 3 [Source:MGI Symbol
1.45154440621248	4536	Zfp251	NM_001007568	71591	zinc finger protein 251 [Source:MGI Symbol
1.45096804716097	2167	1500002C15Rik	0	NA	RIKEN cDNA 1500002C15 gene [Source:MGI Symbol
1.45078700213393	10512	Hebp1	NM_013546	15199	heme binding protein 1 [Source:MGI Symbol
1.45006653422192	8756	Nthl1	NM_008743	18207	nth (endonuclease III)-like 1 (E.coli) [Source:MGI Symbol
1.44741953282987	5290	Tcea2	0	21400	transcription elongation factor A (SII)
1.44677108853824	2159	Timp2	NM_011594	21858	tissue inhibitor of metalloproteinase 2 [Source:MGI Symbol
1.44600067085139	3450	Ssbp4	NM_133772	76900	single stranded DNA binding protein 4 [Source:MGI Symbol
1.44469990074767	6780	Atp5g3	NM_001301721	228033	ATP synthase
1.4437958737692	2134	Mtmr4	NM_133215	170749	myotubularin related protein 4 [Source:MGI Symbol
1.44325524469556	1760	Gm26740	0	NA	predicted gene
1.44318486333121	296	Extl3	NM_018788	54616	exostoses (multiple)-like 3 [Source:MGI Symbol
